CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2024,CA-504,Sonoma County CoC,65+,375
2024,CA-504,Sonoma County CoC,Under 18,690
2024,CA-505,Contra Costa County CoC,18-24,667
2024,CA-505,Contra Costa County CoC,25-34,1452
2024,CA-505,Contra Costa County CoC,35-44,1664
2024,CA-505,Contra Costa County CoC,45-54,1307
2024,CA-505,Contra Costa County CoC,55-64,1338
2024,CA-505,Contra Costa County CoC,65+,597
2024,CA-505,Contra Costa County CoC,Under 18,1750
2024,CA-506,"Monterey, San Benito Counties CoC",18-24,366
2024,CA-506,"Monterey, San Benito Counties CoC",25-34,526
2024,CA-506,"Monterey, San Benito Counties CoC",35-44,588
2024,CA-506,"Monterey, San Benito Counties CoC",45-54,434
2024,CA-506,"Monterey, San Benito Counties CoC",55-64,372
2024,CA-506,"Monterey, San Benito Counties CoC",65+,219
2024,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2024,CA-506,"Monterey, San Benito Counties CoC",Under 18,1059
2024,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2024,CA-507,Marin County CoC,18-24,128
2024,CA-507,Marin County CoC,25-34,263
2024,CA-507,Marin County CoC,35-44,305
2024,CA-507,Marin County CoC,45-54,237
2024,CA-507,Marin County CoC,55-64,292
2024,CA-507,Marin County CoC,65+,171
2024,CA-507,Marin County CoC,Under 18,482
2024,CA-507,Marin County CoC,Unknown,30
2024,CA-508,Santa Cruz County CoC,18-24,161
2024,CA-508,Santa Cruz County CoC,25-34,235
2024,CA-508,Santa Cruz County CoC,35-44,321
2024,CA-508,Santa Cruz County CoC,45-54,212
2024,CA-508,Santa Cruz County CoC,55-64,283
2024,CA-508,Santa Cruz County CoC,65+,215
2024,CA-508,Santa Cruz County CoC,Invalid,*
2024,CA-508,Santa Cruz County CoC,Under 18,599
2024,CA-508,Santa Cruz County CoC,Unknown,*
2024,CA-509,Mendocino County CoC,18-24,78
2024,CA-509,Mendocino County CoC,25-34,178
2024,CA-509,Mendocino County CoC,35-44,228
2024,CA-509,Mendocino County CoC,45-54,176
2024,CA-509,Mendocino County CoC,55-64,167
2024,CA-509,Mendocino County CoC,65+,84
2024,CA-509,Mendocino County CoC,Invalid,*
2024,CA-509,Mendocino County CoC,Under 18,397
2024,CA-509,Mendocino County CoC,Unknown,*
2024,CA-510,Stanislaus County CoC,18-24,502
2024,CA-510,Stanislaus County CoC,25-34,908
2024,CA-510,Stanislaus County CoC,35-44,1014
2024,CA-510,Stanislaus County CoC,45-54,787
2024,CA-510,Stanislaus County CoC,55-64,752
2024,CA-510,Stanislaus County CoC,65+,294
2024,CA-510,Stanislaus County CoC,Under 18,1716
2024,CA-510,Stanislaus County CoC,Unknown,*
2024,CA-511,San Joaquin County CoC,18-24,719
2024,CA-511,San Joaquin County CoC,25-34,1484
2024,CA-511,San Joaquin County CoC,35-44,1367
2024,CA-511,San Joaquin County CoC,45-54,885
2024,CA-511,San Joaquin County CoC,55-64,741
2024,CA-511,San Joaquin County CoC,65+,405
2024,CA-511,San Joaquin County CoC,Under 18,4322
2024,CA-511,San Joaquin County CoC,Unknown,13
2024,CA-512,San Mateo County CoC,18-24,355
2024,CA-512,San Mateo County CoC,25-34,841
2024,CA-512,San Mateo County CoC,35-44,973
2024,CA-512,San Mateo County CoC,45-54,740
2024,CA-512,San Mateo County CoC,55-64,758
2024,CA-512,San Mateo County CoC,65+,475
2024,CA-512,San Mateo County CoC,Under 18,1244
2024,CA-512,San Mateo County CoC,Unknown,28
2024,CA-513,"Kings, Tulare Counties CoC",18-24,481
2024,CA-513,"Kings, Tulare Counties CoC",25-34,959
2024,CA-513,"Kings, Tulare Counties CoC",35-44,1114
2024,CA-513,"Kings, Tulare Counties CoC",45-54,799
2024,CA-513,"Kings, Tulare Counties CoC",55-64,581
2024,CA-513,"Kings, Tulare Counties CoC",65+,248
2024,CA-513,"Kings, Tulare Counties CoC",Under 18,1546
2024,CA-514,"Fresno, Madera Counties CoC",18-24,880
2024,CA-514,"Fresno, Madera Counties CoC",25-34,2076
2024,CA-514,"Fresno, Madera Counties CoC",35-44,2730
2024,CA-514,"Fresno, Madera Counties CoC",45-54,2203
2024,CA-514,"Fresno, Madera Counties CoC",55-64,1791
2024,CA-514,"Fresno, Madera Counties CoC",65+,642
2024,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2024,CA-514,"Fresno, Madera Counties CoC",Under 18,2176
2024,CA-514,"Fresno, Madera Counties CoC",Unknown,106
2024,CA-515,Placer County CoC,18-24,233
2024,CA-515,Placer County CoC,25-34,427
2024,CA-515,Placer County CoC,35-44,513
2024,CA-515,Placer County CoC,45-54,428
2024,CA-515,Placer County CoC,55-64,391
2024,CA-515,Placer County CoC,65+,191
2024,CA-515,Placer County CoC,Invalid,*
2024,CA-515,Placer County CoC,Under 18,351
2024,CA-515,Placer County CoC,Unknown,13
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,175
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,361
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,478
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,329
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,340
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,188
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,735
2024,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,23
2024,CA-517,Napa County CoC,18-24,62
2024,CA-517,Napa County CoC,25-34,171
2024,CA-517,Napa County CoC,35-44,200
2024,CA-517,Napa County CoC,45-54,147
2024,CA-517,Napa County CoC,55-64,162
2024,CA-517,Napa County CoC,65+,69
2024,CA-517,Napa County CoC,Invalid,*
2024,CA-517,Napa County CoC,Under 18,233
2024,CA-517,Napa County CoC,Unknown,40
2024,CA-518,Solano County CoC,18-24,135
2024,CA-518,Solano County CoC,25-34,466
2024,CA-518,Solano County CoC,35-44,429
2024,CA-518,Solano County CoC,45-54,359
2024,CA-518,Solano County CoC,55-64,385
2024,CA-518,Solano County CoC,65+,191
2024,CA-518,Solano County CoC,Under 18,199
2024,CA-519,Butte County CoC,18-24,419
2024,CA-519,Butte County CoC,25-34,905
2024,CA-519,Butte County CoC,35-44,1147
2024,CA-519,Butte County CoC,45-54,729
2024,CA-519,Butte County CoC,55-64,671
2024,CA-519,Butte County CoC,65+,320
2024,CA-519,Butte County CoC,Under 18,1590
2024,CA-519,Butte County CoC,Unknown,15
2024,CA-520,Merced County CoC,18-24,193
2024,CA-520,Merced County CoC,25-34,355
2024,CA-520,Merced County CoC,35-44,468
2024,CA-520,Merced County CoC,45-54,345
2024,CA-520,Merced County CoC,55-64,318
2024,CA-520,Merced County CoC,65+,157
2024,CA-520,Merced County CoC,Under 18,738
2024,CA-521,Yolo County CoC,18-24,95
2024,CA-521,Yolo County CoC,25-34,135
2024,CA-521,Yolo County CoC,35-44,190
2024,CA-521,Yolo County CoC,45-54,148
2024,CA-521,Yolo County CoC,55-64,137
2024,CA-521,Yolo County CoC,65+,72
2024,CA-521,Yolo County CoC,Under 18,365
2024,CA-522,Humboldt County CoC,18-24,172
2024,CA-522,Humboldt County CoC,25-34,387
2024,CA-522,Humboldt County CoC,35-44,558
2024,CA-522,Humboldt County CoC,45-54,512
2024,CA-522,Humboldt County CoC,55-64,428
2024,CA-522,Humboldt County CoC,65+,191
2024,CA-522,Humboldt County CoC,Under 18,414
2024,CA-522,Humboldt County CoC,Unknown,*
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,35
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,77
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,72
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,54
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,37
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,27
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,241
2024,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,11
2024,CA-524,"Yuba, Sutter Counties CoC",18-24,170
2024,CA-524,"Yuba, Sutter Counties CoC",25-34,382
2024,CA-524,"Yuba, Sutter Counties CoC",35-44,489
2024,CA-524,"Yuba, Sutter Counties CoC",45-54,312
2024,CA-524,"Yuba, Sutter Counties CoC",55-64,289
2024,CA-524,"Yuba, Sutter Counties CoC",65+,141
2024,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2024,CA-524,"Yuba, Sutter Counties CoC",Under 18,913
2024,CA-525,El Dorado County CoC,18-24,53
2024,CA-525,El Dorado County CoC,25-34,75
2024,CA-525,El Dorado County CoC,35-44,100
2024,CA-525,El Dorado County CoC,45-54,73
2024,CA-525,El Dorado County CoC,55-64,126
2024,CA-525,El Dorado County CoC,65+,70
2024,CA-525,El Dorado County CoC,Under 18,154
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,63
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,122
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,143
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,130
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,116
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,114
2024,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,291
2024,CA-527,Tehama County CoC,18-24,56
2024,CA-527,Tehama County CoC,25-34,109
2024,CA-527,Tehama County CoC,35-44,125
2024,CA-527,Tehama County CoC,45-54,117
2024,CA-527,Tehama County CoC,55-64,121
2024,CA-527,Tehama County CoC,65+,61
2024,CA-527,Tehama County CoC,Under 18,119
2024,CA-527,Tehama County CoC,Unknown,38
2024,CA-529,Lake County CoC,18-24,16
2024,CA-529,Lake County CoC,25-34,38
2024,CA-529,Lake County CoC,35-44,43
2024,CA-529,Lake County CoC,45-54,41
2024,CA-529,Lake County CoC,55-64,68
2024,CA-529,Lake County CoC,65+,24
2024,CA-529,Lake County CoC,Under 18,49
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,17
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,*
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,12
2024,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,46
2024,CA-531,Nevada County CoC,18-24,74
2024,CA-531,Nevada County CoC,25-34,218
2024,CA-531,Nevada County CoC,35-44,244
2024,CA-531,Nevada County CoC,45-54,183
2024,CA-531,Nevada County CoC,55-64,182
2024,CA-531,Nevada County CoC,65+,120
2024,CA-531,Nevada County CoC,Under 18,216
2024,CA-531,Nevada County CoC,Unknown,21
2024,CA-600,Los Angeles County CoC,18-24,7591
2024,CA-600,Los Angeles County CoC,25-34,20654
2024,CA-600,Los Angeles County CoC,35-44,21064
2024,CA-600,Los Angeles County CoC,45-54,15511
2024,CA-600,Los Angeles County CoC,55-64,13631
2024,CA-600,Los Angeles County CoC,65+,6580
2024,CA-600,Los Angeles County CoC,Invalid,*
2024,CA-600,Los Angeles County CoC,Under 18,16713
2024,CA-600,Los Angeles County CoC,Unknown,3148
2024,CA-601,San Diego County CoC,18-24,1906
2024,CA-601,San Diego County CoC,25-34,4085
2024,CA-601,San Diego County CoC,35-44,4709
2024,CA-601,San Diego County CoC,45-54,3869
2024,CA-601,San Diego County CoC,55-64,3900
2024,CA-601,San Diego County CoC,65+,1985
2024,CA-601,San Diego County CoC,Invalid,*
2024,CA-601,San Diego County CoC,Under 18,5243
2024,CA-601,San Diego County CoC,Unknown,149
2024,CA-602,Orange County CoC,18-24,1258
2024,CA-602,Orange County CoC,25-34,3457
2024,CA-602,Orange County CoC,35-44,3857
2024,CA-602,Orange County CoC,45-54,3099
2024,CA-602,Orange County CoC,55-64,2975
2024,CA-602,Orange County CoC,65+,1398
2024,CA-602,Orange County CoC,Under 18,3496
2024,CA-602,Orange County CoC,Unknown,3323
2024,CA-603,Santa Barbara County CoC,18-24,383
2024,CA-603,Santa Barbara County CoC,25-34,618
2024,CA-603,Santa Barbara County CoC,35-44,735
2024,CA-603,Santa Barbara County CoC,45-54,647
2024,CA-603,Santa Barbara County CoC,55-64,664
2024,CA-603,Santa Barbara County CoC,65+,386
2024,CA-603,Santa Barbara County CoC,Invalid,*
2024,CA-603,Santa Barbara County CoC,Under 18,1129
2024,CA-603,Santa Barbara County CoC,Unknown,36
2024,CA-604,Kern County CoC,18-24,717
2024,CA-604,Kern County CoC,25-34,1340
2024,CA-604,Kern County CoC,35-44,1578
2024,CA-604,Kern County CoC,45-54,1213
2024,CA-604,Kern County CoC,55-64,1061
2024,CA-604,Kern County CoC,65+,414
2024,CA-604,Kern County CoC,Under 18,1274
2024,CA-604,Kern County CoC,Unknown,*
2024,CA-606,Long Beach CoC (Los Angeles County),18-24,359
2024,CA-606,Long Beach CoC (Los Angeles County),25-34,1180
2024,CA-606,Long Beach CoC (Los Angeles County),35-44,1459
2024,CA-606,Long Beach CoC (Los Angeles County),45-54,1160
2024,CA-606,Long Beach CoC (Los Angeles County),55-64,1171
2024,CA-606,Long Beach CoC (Los Angeles County),65+,649
2024,CA-606,Long Beach CoC (Los Angeles County),Under 18,471
2024,CA-606,Long Beach CoC (Los Angeles County),Unknown,79
2024,CA-607,Pasadena CoC (Los Angeles County),18-24,106
2024,CA-607,Pasadena CoC (Los Angeles County),25-34,267
2024,CA-607,Pasadena CoC (Los Angeles County),35-44,258
2024,CA-607,Pasadena CoC (Los Angeles County),45-54,209
2024,CA-607,Pasadena CoC (Los Angeles County),55-64,255
2024,CA-607,Pasadena CoC (Los Angeles County),65+,132
2024,CA-607,Pasadena CoC (Los Angeles County),Under 18,212
2024,CA-607,Pasadena CoC (Los Angeles County),Unknown,36
2024,CA-608,Riverside County CoC,18-24,900
2024,CA-608,Riverside County CoC,25-34,2516
2024,CA-608,Riverside County CoC,35-44,2449
2024,CA-608,Riverside County CoC,45-54,1636
2024,CA-608,Riverside County CoC,55-64,1406
2024,CA-608,Riverside County CoC,65+,719
2024,CA-608,Riverside County CoC,Invalid,*
2024,CA-608,Riverside County CoC,Under 18,4336
2024,CA-608,Riverside County CoC,Unknown,104
2024,CA-609,San Bernardino County CoC,18-24,578
2024,CA-609,San Bernardino County CoC,25-34,1249
2024,CA-609,San Bernardino County CoC,35-44,1308
2024,CA-609,San Bernardino County CoC,45-54,927
2024,CA-609,San Bernardino County CoC,55-64,836
2024,CA-609,San Bernardino County CoC,65+,453
2024,CA-609,San Bernardino County CoC,Under 18,2652
2024,CA-609,San Bernardino County CoC,Unknown,41
2024,CA-611,Ventura County CoC,18-24,215
2024,CA-611,Ventura County CoC,25-34,364
2024,CA-611,Ventura County CoC,35-44,545
2024,CA-611,Ventura County CoC,45-54,533
2024,CA-611,Ventura County CoC,55-64,642
2024,CA-611,Ventura County CoC,65+,372
2024,CA-611,Ventura County CoC,Under 18,483
2024,CA-611,Ventura County CoC,Unknown,19
2024,CA-612,Glendale CoC (Los Angeles County),18-24,45
2024,CA-612,Glendale CoC (Los Angeles County),25-34,121
2024,CA-612,Glendale CoC (Los Angeles County),35-44,129
2024,CA-612,Glendale CoC (Los Angeles County),45-54,100
2024,CA-612,Glendale CoC (Los Angeles County),55-64,135
2024,CA-612,Glendale CoC (Los Angeles County),65+,89
2024,CA-612,Glendale CoC (Los Angeles County),Invalid,*
2024,CA-612,Glendale CoC (Los Angeles County),Under 18,149
2024,CA-613,Imperial County CoC,18-24,154
2024,CA-613,Imperial County CoC,25-34,206
2024,CA-613,Imperial County CoC,35-44,167
2024,CA-613,Imperial County CoC,45-54,81
2024,CA-613,Imperial County CoC,55-64,67
2024,CA-613,Imperial County CoC,65+,54
2024,CA-613,Imperial County CoC,Invalid,*
2024,CA-613,Imperial County CoC,Under 18,966
2024,CA-613,Imperial County CoC,Unknown,*
2024,CA-614,San Luis Obispo County CoC,18-24,233
2024,CA-614,San Luis Obispo County CoC,25-34,521
2024,CA-614,San Luis Obispo County CoC,35-44,636
2024,CA-614,San Luis Obispo County CoC,45-54,480
2024,CA-614,San Luis Obispo County CoC,55-64,402
2024,CA-614,San Luis Obispo County CoC,65+,215
2024,CA-614,San Luis Obispo County CoC,Under 18,936
2024,CA-614,San Luis Obispo County CoC,Unknown,24
